"SUID","BRENDA ID","CAZY Name","Class","Description","EC","Family","Gene Name","Genus","GO Term","HMP Body Site","HMP Oxygen","InterPro (Domain)","InterPro (Family)","InterPro (Homologous Superfamily)","InterPro (Other)","KEGG ID","Kingdom","name","NCBI IDs","Order","Organism","P01 gDNA","PATRIC ID","PDB","PFAM","Phylum","selected","Sequence Length","Sequence Source","shared name","Species","STRING ID","Superkingdom","Swissprot Description","Taxonomy ID","UniProt Annotation Status"
"2351444","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","A4U53_04175","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A179BMV0","GI:1032625707|GI:1032500732|EMBL-CDS:OAP92451.1|REFSEQ:WP_064248802.1","Rhizobiales","Rhizobium leguminosarum.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A179BMV0","Rhizobium leguminosarum","None","Bacteria","NA","384","TrEMBL"
"2351445","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","BSK60_26455","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1R0YT06","GI:1133829347|GI:1133118777|EMBL-CDS:OME09991.1|REFSEQ:WP_076207844.1","Bacillales","Paenibacillus odorifer.","False","None","None","PF07470","Firmicutes","false","382","BLASTHIT","A0A1R0YT06","Paenibacillus odorifer","None","Bacteria","NA","189426","TrEMBL"
"2351446","None","None","Sphingobacteriia","Glucuronyl hydrolase ","None","Sphingobacteriaceae","GY25_08690","Pedobacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1V3X0E2","GI:704513960|GI:1148382478|EMBL-CDS:OOK72538.1|REFSEQ:WP_033487700.1","Sphingobacteriales","Pedobacter himalayensis.","False","None","None","PF07470","Bacteroidetes","false","395","BLASTHIT","A0A1V3X0E2","Pedobacter himalayensis","None","Bacteria","NA","246796","TrEMBL"
"2351447","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","ATY78_07640","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A246STI2","GI:1212845610|EMBL-CDS:OWV80547.1","Rhizobiales","Rhizobium sp. R635.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A246STI2","Rhizobium sp. R635","None","Bacteria","NA","1764275","TrEMBL"
"2351448","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","C2U54_00825","Leclercia","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","lei:C2U54_00825","NA","A0A2I8NLP5","GI:1335872944|EMBL-CDS:AUU82650.1","Enterobacterales","Leclercia sp. LSNIH1.","False","None","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A2I8NLP5","Leclercia sp. LSNIH1","None","Bacteria","NA","1920114","TrEMBL"
"2351449","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","C2U52_24485","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","ebc:C2U52_24485","NA","A0A2I8QT58","GI:1335962784|GI:1096256704|EMBL-CDS:AUV09194.1|REFSEQ:WP_071194043.1","Enterobacterales","Enterobacteriaceae bacterium ENNIH2.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","A0A2I8QT58","Enterobacteriaceae bacterium ENNIH2","None","Bacteria","NA","1920109","TrEMBL"
"2351450","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","BHT19_0007275","Metakosakonia","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2U2HTE9","GI:1096256704|EMBL-CDS:PWF50773.1|REFSEQ:WP_071194043.1","Enterobacterales","[Kluyvera] intestini.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","A0A2U2HTE9","[Kluyvera] intestini","None","Bacteria","NA","1898961","TrEMBL"
"2351451","None","None","Alphaproteobacteria","Glycosyl Hydrolase Family 88 family protein ","None","Rhizobiaceae","DLJ82_5211","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2Z4YQQ9","GI:1419293071|EMBL-CDS:AXA42772.1","Rhizobiales","Rhizobium leguminosarum.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A2Z4YQQ9","Rhizobium leguminosarum","None","Bacteria","NA","384","TrEMBL"
"2351452","None","None","Gammaproteobacteria","Unsaturated chondroitin disaccharide hydrolase ","None","NA","DFO55_102558","Grimontella","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A318GMZ3","GI:1096256704|EMBL-CDS:PXW61145.1|REFSEQ:WP_071194043.1","Enterobacterales","Grimontella sp. AG753.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","A0A318GMZ3","Grimontella sp. AG753","None","Bacteria","NA","2183905","TrEMBL"
"2351453","None","None","Gammaproteobacteria","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:STW98204.1}","Enterobacteriaceae","NCTC9737_01682","Kluyvera","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A378GHS4","EMBL-CDS:STW98204.1","Enterobacterales","Kluyvera ascorbata.","False","None","None","PF07470","Proteobacteria","false","397","BLASTHIT","A0A378GHS4","Kluyvera ascorbata","None","Bacteria","NA","51288","TrEMBL"
"2351454","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","EA136_15385","Enterobacter","None","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3L9N2I8","GI:829296817|GI:1069024812|GI:556416051|GI:1353806424|GI:829435890|EMBL-CDS:RLZ19355.1|EMBL-CDS:RMA00188.1","Enterobacterales","Enterobacter hormaechei subsp. hoffmannii.","False","None","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A3L9N2I8","Enterobacter hormaechei subsp. hoffmannii","None","Bacteria","NA","1812934","TrEMBL"
"2351455","None","GH88","Alphaproteobacteria","Putative glucoronyl hydrolase protein ","3.2.1.- {ECO:0000313|EMBL:ACE94594.1}","Rhizobiaceae","RHECIAT_PC0000516","Rhizobium","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","rec:RHECIAT_PC0000516","NA","B3Q337","GI:501466569|GI:190700512|EMBL-CDS:ACE94594.1|REFSEQ:WP_012490014.1","Rhizobiales","Rhizobium etli  (strain CIAT 652)","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","B3Q337","Rhizobium etli CIAT 652","None","Bacteria","NA","491916","TrEMBL"
"2351456","None","GH88","Alphaproteobacteria","Glycosyl hydrolase family 88 ","None","Rhizobiaceae","Rleg_5051","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","rlg:Rleg_5051","NA","C6B5A7","GI:502298728|GI:240861599|EMBL-CDS:ACS59265.1|REFSEQ:WP_012755416.1","Rhizobiales","Rhizobium leguminosarum bv. trifolii  (strain WSM1325)","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","C6B5A7","Rhizobium leguminosarum bv. trifolii WSM1325","None","Bacteria","NA","395491","TrEMBL"
"2351457","None","GH88","Gammaproteobacteria","Glycosyl hydrolase family 88 ","None","Pectobacteriaceae","PC1_3952","Pectobacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","pct:PC1_3952","NA","C6DH94","GI:251756891|GI:506322273|EMBL-CDS:ACT14967.1|REFSEQ:WP_015842048.1","Enterobacterales","Pectobacterium carotovorum subsp. carotovorum  (strain PC1)","False","None","None","PF07470","Proteobacteria","false","391","BLASTHIT","C6DH94","Pectobacterium carotovorum subsp. carotovorum PC1","561230.PC1_3952","Bacteria","NA","561230","TrEMBL"
"2351458","None","None","Alphaproteobacteria","Glycoside hydrolase family protein ","None","Rhizobiaceae","RCCGE510_27356","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","J5MF41","GI:401809916|GI:494909373|EMBL-CDS:EJT02290.1|REFSEQ:WP_007635414.1","Rhizobiales","Rhizobium sp. CCGE 510.","False","fig|1132836.3.peg.5648","None","PF07470","Proteobacteria","false","390","BLASTHIT","J5MF41","Rhizobium sp. CCGE 510","None","Bacteria","NA","1132836","TrEMBL"
"2351459","None","GH88","Alphaproteobacteria","Putative unsaturated glucuronyl hydrolase ","None","Rhizobiaceae","pRL120662","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","rle:pRL120662","NA","Q1M3F4","GI:499968698|GI:115253975|EMBL-CDS:CAK12371.1|REFSEQ:WP_011649416.1","Rhizobiales","Rhizobium leguminosarum bv. viciae  (strain 3841)","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","Q1M3F4","Rhizobium leguminosarum bv. viciae 3841","None","Bacteria","NA","216596","TrEMBL"
"2351460","None","None","Alphaproteobacteria","Glucuronyl hydrolase ","None","Rhizobiaceae","REMIM1_PF00599","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","rel:REMIM1_PF00599","NA","S5SXN2","GI:528839998|GI:528182945|EMBL-CDS:AGS26264.1|REFSEQ:WP_020919611.1","Rhizobiales","Rhizobium etli bv. mimosae str. Mim1.","False","fig|1328306.3.peg.6704","None","PF07470","Proteobacteria","false","390","BLASTHIT","S5SXN2","Rhizobium etli bv. mimosae str. Mim1","None","Bacteria","NA","1328306","TrEMBL"
"2351461","None","None","Gammaproteobacteria","Uncharacterized protein ","None","Enterobacteriaceae","AF34_01600","Lelliottia","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A066PAG0","GI:636478188|EMBL-CDS:KDM54581.1|REFSEQ:WP_022649414.1","Enterobacterales","Lelliottia amnigena CHS 78.","False","fig|1439331.3.peg.1550","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A066PAG0","Lelliottia amnigena CHS 78","None","Bacteria","NA","1439331","TrEMBL"
"2351462","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","ASD54_20780","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0Q7XGB5","GI:945894646|GI:1011713318|EMBL-CDS:KQZ48003.1|REFSEQ:WP_062557202.1","Rhizobiales","Rhizobium sp. Root149.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A0Q7XGB5","Rhizobium sp. Root149","None","Bacteria","NA","1736473","TrEMBL"
"2351463","None","None","Alphaproteobacteria","Glucuronyl hydrolase ","None","Sphingomonadaceae","ASE13_15740","Sphingomonas","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0Q8XCT8","GI:947958213|GI:946227251|EMBL-CDS:KRC78902.1|REFSEQ:WP_056618162.1","Sphingomonadales","Sphingomonas sp. Root241.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","A0A0Q8XCT8","Sphingomonas sp. Root241","None","Bacteria","NA","1736501","TrEMBL"
"2351464","None","None","Gammaproteobacteria","Glycosyl hydrolase family protein ","3.2.1.179 {ECO:0000313|EMBL:SAE31810.1}","Enterobacteriaceae","SAMEA2273495_03529","Enterobacter","0016798 hydrolase activity  acting on glycosyl bonds","Airways|Skin|Not Specified","Not Specified,Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A156GRJ0","GI:692188822|GI:1344842286|GI:1163023476|EMBL-CDS:SAE31810.1|REFSEQ:WP_032103344.1","Enterobacterales","Enterobacter cloacae.","False","fig|550.261.peg.4290","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A156GRJ0","Enterobacter cloacae","None","Bacteria","NA","550","TrEMBL"
"2351465","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","A6U98_16970","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A198YGY3","GI:1035870152|GI:1034481459|EMBL-CDS:OAV48660.1|REFSEQ:WP_064655428.1","Rhizobiales","Rhizobium sp. WYCCWR10014.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A198YGY3","Rhizobium sp. WYCCWR10014","None","Bacteria","NA","1825933","TrEMBL"
"2351466","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","BAE36_03070","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1B8RIU4","GI:1064249637|GI:1042222882|GI:1042020731|EMBL-CDS:AOO88386.1|EMBL-CDS:OBY08653.1|REFSEQ:WP_065275997.1","Rhizobiales","Rhizobium leguminosarum bv. trifolii.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A1B8RIU4","Rhizobium leguminosarum bv. trifolii","None","Bacteria","NA","386","TrEMBL"
"2351467","None","None","Clostridia","Unsaturated chondroitin disaccharide hydrolase ","None","Lachnospiraceae","SAMN05421730_101255","Anaerobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1D3TUA2","EMBL-CDS:SCP97634.1","Clostridiales","Anaerobium acetethylicum.","False","None","None","PF07470","Firmicutes","false","392","BLASTHIT","A0A1D3TUA2","Anaerobium acetethylicum","None","Bacteria","NA","1619234","TrEMBL"
"2351468","None","None","Clostridia","Unsaturated chondroitin disaccharide hydrolase ","None","Lachnospiraceae","SAMN02745687_01561","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1H3XYG4","EMBL-CDS:SEA04416.1","Clostridiales","Lachnospiraceae bacterium NK3A20.","False","None","None","PF07470","Firmicutes","false","419","BLASTHIT","A0A1H3XYG4","Lachnospiraceae bacterium NK3A20","None","Bacteria","NA","877406","TrEMBL"
"2351469","None","None","Alphaproteobacteria","Glucuronyl hydrolase ","None","Sphingomonadaceae","BGP17_13635","Sphingomonas","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Q4E467","GI:1113592104|EMBL-CDS:OJY51467.1","Sphingomonadales","Sphingomonas sp. 67-41.","False","None","None","PF07470","Proteobacteria","false","394","BLASTHIT","A0A1Q4E467","Sphingomonas sp. 67-41","None","Bacteria","NA","1895850","TrEMBL"
"2351470","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","BS629_37050","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1S9G7P3","GI:1150521721|GI:517057117|EMBL-CDS:OOO41553.1|REFSEQ:WP_018245935.1","Rhizobiales","Rhizobium leguminosarum bv. viciae USDA 2370.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A1S9G7P3","Rhizobium leguminosarum bv. viciae USDA 2370","None","Bacteria","NA","754774","TrEMBL"
"2351471","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","CO654_21075","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2A6I6L3","GI:517057117|EMBL-CDS:PDS83450.1|REFSEQ:WP_018245935.1","Rhizobiales","Rhizobium sp. L18.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A2A6I6L3","Rhizobium sp. L18","None","Bacteria","NA","2035451","TrEMBL"
"2351472","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","CO670_25715","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2A6JP05","EMBL-CDS:PDT13922.1","Rhizobiales","Rhizobium sp. J15.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A2A6JP05","Rhizobium sp. J15","None","Bacteria","NA","2035450","TrEMBL"
"2351473","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","CRH15_04875","Lelliottia","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2A7PT54","GI:1247250925|GI:974587203|EMBL-CDS:PEG65744.1|REFSEQ:WP_059177498.1","Enterobacterales","Lelliottia amnigena ","False","None","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A2A7PT54","Lelliottia amnigena","None","Bacteria","NA","61646","TrEMBL"
"2351474","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","A6J71_04315","Enterobacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2J7NZC1","EMBL-CDS:PNF09425.1","Enterobacterales","Enterobacter cancerogenus.","False","None","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A2J7NZC1","Enterobacter cancerogenus","None","Bacteria","NA","69218","TrEMBL"
"2351475","None","None","Alphaproteobacteria","Glycosyl Hydrolase Family 88 family protein ","None","Rhizobiaceae","RLV_0980","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2L1CPR9","GI:1342694026|GI:1229057344|GI:517057117|EMBL-CDS:AVC46713.1|REFSEQ:WP_018245935.1","Rhizobiales","Rhizobium leguminosarum bv. viciae.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A2L1CPR9","Rhizobium leguminosarum bv. viciae","None","Bacteria","NA","387","TrEMBL"
"2351476","None","None","Gammaproteobacteria","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SSI89685.1}","Enterobacteriaceae","SAMEA4394728_04776","Klebsiella","0016798 hydrolase activity  acting on glycosyl bonds","Airways|Skin","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A331WML6","GI:692188822|EMBL-CDS:SSI89685.1|REFSEQ:WP_032103344.1","Enterobacterales","Klebsiella pneumoniae.","False","None","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A331WML6","Klebsiella pneumoniae","None","Bacteria","NA","573","TrEMBL"
"2351477","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","DPF98_18780","Enterobacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A366B7S7","GI:550766054|EMBL-CDS:RBO44036.1|REFSEQ:WP_022649414.1","Enterobacterales","Enterobacter hormaechei.","False","None","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A366B7S7","Enterobacter hormaechei","None","Bacteria","NA","158836","TrEMBL"
"2351478","None","None","Clostridia","Glucoronyl hydrolase ","None","Lachnospiraceae","DHW61_18830","Lachnoclostridium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3D2XBC0","EMBL-CDS:HCL04432.1","Clostridiales","Lachnoclostridium phytofermentans.","False","None","None","PF07470","Firmicutes","false","391","BLASTHIT","A0A3D2XBC0","Lachnoclostridium phytofermentans","None","Bacteria","NA","66219","TrEMBL"
"2351479","None","None","Clostridia","Glucoronyl hydrolase ","None","Clostridiaceae","DWZ21_19125","Hungatella","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3E2UI74","GI:488637354|EMBL-CDS:RGB96032.1|REFSEQ:WP_002574012.1","Clostridiales","Hungatella hathewayi.","False","None","None","PF07470","Firmicutes","false","392","BLASTHIT","A0A3E2UI74","Hungatella hathewayi","None","Bacteria","NA","154046","TrEMBL"
